IncACh_ALE,IncACh_FWE,IncACh_Z,DecACh_FWE,DecACh_Z,ComACh_FWE,ComACh_Z,NbM_Z,NbMSep_Z
0.20417273,0.0,0.4230314,0.031540472,0.5074656,0.009443318,0.5292709,0.4636127,0.37654197
0.14116481,0.0,0.42890787,0.0,0.35421887,0.0,0.38396263,0.36056867,0.33119428
0.019945644,0.0,0.25247717,0.0,0.37783173,0.0,0.40722853,0.5451346,0.44438118
0.07202685,0.0,0.50587565,0.0,0.2887523,0.0,0.3429667,0.4161981,0.35809532
0.022741346,0.0,0.2638753,0.0,0.282311,0.0,0.35617512,0.5241511,0.43660656
0.025202584,0.0,0.2650969,0.0,0.26404408,0.0,0.31807187,0.38311335,0.3573194
0.036587283,0.0,0.21150357,0.0,0.17990762,0.0,0.19640943,0.40018138,0.31803426
0.0063209394,0.0,0.17080495,0.0,0.20861368,0.0,0.22714232,0.2877341,0.23108658
0.004497512,0.0,0.17032816,0.0,0.16607852,0.0,0.1919056,0.49434987,0.39995813
0.00030971374,0.0,0.02595906,0.0,0.26763904,0.0,0.33321837,0.6241918,0.51522446
0.00094904075,0.0,0.15161043,0.0,0.2260733,0.0,0.27737665,0.28462446,0.25108463
0.11827138,0.0,0.41379607,0.006802571,0.4052499,0.10364482,0.5238168,0.7859806,0.70931405
0.56531495,0.0,0.74963516,0.48996133,0.725726,0.4677736,0.7252954,0.5523884,0.45187488
0.027889676,0.0,0.307223,0.0,0.32322782,0.0,0.34137428,0.44919717,0.39256492
0.00046460205,0.0,0.07649158,0.0,0.26881334,0.0,0.28744653,0.4088638,0.34093234
0.0029534802,0.0,0.12065804,0.0,0.35685223,0.0,0.379791,0.50490767,0.4149288
0.07794693,0.0,0.33259028,0.0,0.35957953,0.0,0.39669883,0.4559475,0.36660156
0.00020348142,0.0,0.057221428,0.0,0.3765174,0.0,0.38829446,0.35617152,0.331712
6.4350997e-06,0.0,,0.0,0.37583268,0.0,0.40314013,0.40428993,0.32653645
9.0769725e-05,0.0,,0.0,0.30061492,0.0,0.35237187,0.26074433,0.19430725
0.00035400264,0.0,,0.0,0.27588245,0.0,0.31012604,0.36580977,0.28774583
7.670168e-05,0.0,,0.0,0.26347548,0.0,0.29088384,0.5524409,0.45604455
0.004870162,0.0,0.17359626,0.0,0.45781898,0.0,0.47853714,0.47741598,0.44154462
0.08037504,0.0,0.35316423,0.0,0.3483257,0.0,0.39341408,0.6377243,0.52324116
0.14310406,0.0,0.40115583,0.0,0.34690022,0.0,0.37734762,0.67687094,0.5689166
0.39988774,0.0,0.6163075,0.32648307,0.66523355,0.36374426,0.70356613,0.6708303,0.6079532
0.29539177,0.0,0.5648172,0.23175061,0.60720253,0.31993046,0.6699953,0.75737107,0.6857316
8.933465e-05,0.0,,0.0,0.29738843,0.0,0.39491895,0.7327635,0.60486996
0.21632609,0.0,0.48446783,0.35811743,0.665691,0.44083393,0.73269427,0.8660923,0.7923622
0.09613616,0.0,0.3552736,0.03933612,0.46084654,0.17363633,0.60312223,0.93473226,0.8311331
1.0,0.0,1.0,0.0,0.4391163,0.0,0.47834137,0.63682586,0.5241101
0.11291569,0.0,0.3913284,0.0,0.4039929,0.0,0.44360977,0.7501569,0.6456708
0.025619287,0.0,0.22267781,0.0,0.2617048,0.0,0.28747115,0.48058274,0.38842976
0.2103753,0.0,0.48070708,0.023507357,0.4318284,0.012347191,0.48716536,0.42595068,0.3814708
0.44699892,0.0,0.66042596,0.259376,0.6352108,0.20217481,0.64055264,0.5866191,0.4827017
0.04346852,0.0,0.30432403,0.0,0.2642032,0.0,0.318338,0.49774948,0.42152312
0.028036686,0.0,0.23175496,0.0,0.30009112,0.0,0.35816658,0.666959,0.59078884
,,,,,,,,
0.005866424,0.0,0.15144987,0.0,0.37281492,0.0,0.40927875,0.4095761,0.34035957
0.10660127,0.0,0.4621634,0.0,0.22389743,0.0,0.25262088,0.2913644,0.22218765
0.0057740523,0.0,0.1494256,0.0,0.36169183,0.0,0.4326157,0.5064076,0.48197627
0.0032002863,0.0,0.14538893,0.0,0.50954235,0.0,0.5186206,0.536565,0.4608605
0.049645197,0.0,0.26524955,0.0,0.46583396,0.0,0.48827574,0.7219771,0.6218034
0.010884169,0.0,0.21120995,0.0,0.25034353,0.0,0.31386957,0.542519,0.4535713
0.056778315,0.0,0.2860059,0.0,0.31808764,0.0,0.37166235,0.36867368,0.340843
0.044452913,0.0,0.32450688,0.0,0.35859352,0.0,0.40950245,0.68602085,0.5792649
0.20708184,0.0,0.43853328,0.0,0.45014274,0.0,0.45806083,0.5450675,0.44498616
0.30480784,0.0,0.54008365,0.0,0.3529625,0.0,0.38166052,0.4539781,0.37155747
0.00048796463,0.0,0.13098763,0.0,0.21416211,0.0,0.26608306,0.3517354,0.30079487
0.10764027,0.0,0.4217166,0.0,0.23008698,0.0,0.29220465,0.39080513,0.3284937
0.16312735,0.0,0.48642665,0.0,0.27557486,0.0,0.33817285,0.41101018,0.36155677
0.021484436,0.0,0.26099718,0.0,0.07611965,0.0,0.08373749,0.30496597,0.26554215
0.14715172,0.0,0.43973225,0.0,0.22781661,0.0,0.2501474,0.30826154,0.26514927
0.09142921,0.0,0.2977053,0.0,0.38209534,0.0,0.39997262,0.5352727,0.4751216
0.0094804885,0.0,0.19932222,0.0,0.37671736,0.0,0.39509958,0.52816224,0.44095182
0.29958722,0.0,0.50893134,0.0,0.4939542,0.0,0.5133141,0.63254523,0.5198097
0.050759215,0.0,0.2700436,0.0,0.45588005,0.0,0.48652738,0.56005347,0.45772067
0.020135436,0.0,0.22659062,0.0,0.39853612,0.0,0.44597745,0.62542063,0.51325077
0.3306652,0.0,0.5759367,0.0,0.27387252,0.0,0.3077287,0.36774352,0.29474798
0.011857071,0.0,0.16232823,0.0,0.3383231,0.0,0.35931233,0.16914618,0.15244405
0.25930235,0.0,0.45426726,0.0,0.27403906,0.0,0.3136379,0.41014424,0.33852544
0.18861377,0.0,0.4797089,0.10801606,0.5518144,0.037506327,0.56967396,0.4606405,0.3868566
0.15904596,0.0,0.4356877,0.22798532,0.5746314,0.1689465,0.5911629,0.47638637,0.3883231
0.07707296,0.0,0.332067,0.0,0.3131517,0.0,0.33313063,0.43046778,0.34441608
0.000120474615,0.0,,0.0,0.44307965,0.0,0.44457558,0.49564162,0.49858847
0.17375246,0.0,0.44448227,0.00090687897,0.37011385,0.0005004819,0.38929138,0.4399951,0.40282756
0.036174424,0.0,0.2785206,0.0051486385,0.29764056,1.686476e-05,0.33377048,0.37964672,0.34178558
0.059559755,0.0,0.31346476,0.0,0.25338867,0.0,0.34120733,0.28558552,0.33601832
0.11555432,0.0,0.3301342,0.0,0.3030128,0.0,0.37527052,0.21784331,0.20949793
0.24080653,0.0,0.5292404,0.0,0.31659377,0.0,0.33524618,0.2148823,0.1557144
0.033322304,0.0,0.26139224,0.0,0.36478138,0.0,0.39575526,0.39936146,0.3299326
0.5298038,0.0,0.7303469,0.0,0.32371762,0.0,0.35581365,0.43686926,0.3734905
0.008296353,0.0,0.17136946,0.0,0.3357305,0.0,0.41554195,0.4369372,0.36169708
0.17726164,0.0,0.46093407,0.0,0.32057217,0.0,0.36665225,0.55338466,0.4506302
0.55551195,0.0,0.71875435,0.0,0.4184025,0.0,0.4476437,0.6787158,0.558067
0.03525863,0.0,0.24106488,0.0,0.32498243,0.0,0.37095913,0.39830005,0.3168277
0.08586759,0.0,0.33586377,0.0,0.3145821,0.0,0.3346404,0.4523259,0.3638578
0.18343338,0.0,0.48499453,0.0,0.35971457,0.0,0.37990212,0.25157326,0.21005769
0.0050134407,0.0,0.12233785,0.0,0.1793937,0.0,0.24703449,0.27755415,0.26662996
0.018830838,0.0,0.22627506,0.0,0.114999205,0.0,0.1325293,0.22702754,0.24844985
0.17484102,0.0,0.48311606,0.0,0.3991558,0.0,0.42949352,0.50215375,0.44663596
0.05635593,0.0,0.30709124,0.0,0.28780967,0.0,0.37928158,0.4706424,0.41913572
0.026970347,0.0,0.2013762,0.0,0.33618203,0.0,0.44242123,0.3893719,0.42621273
0.092088535,0.0,0.3705098,0.0,0.26876175,0.0,0.3535761,0.6354914,0.52366793
0.00039871712,0.0,0.088612735,0.0,0.23880258,0.0,0.27027807,0.4512721,0.36274222
0.00013958386,0.0,,0.0,0.27210334,0.0,0.30725121,0.29590565,0.22592658
0.08249087,0.0,0.3398636,0.42850885,0.7075362,0.41920063,0.73396087,0.7148149,0.62909794
0.00083913514,0.0,0.09442902,0.0,0.26635948,0.0,0.2851359,0.4035551,0.32067126
0.032511156,0.0,0.30114472,0.0,0.38676324,0.0,0.4261842,0.4068447,0.32931828
9.4553496e-07,0.0,,0.0,0.05426669,0.0,0.061760932,0.2364172,0.17260225
0.0061983424,0.0,0.16899982,0.0,0.31417114,0.0,0.33851436,0.5183224,0.42060047
0.0030420541,0.0,0.13602439,0.0,0.4368623,0.0,0.45283502,0.4806654,0.38920593
0.032769796,0.0,0.28760284,0.0,0.4695926,0.0,0.4856185,0.595361,0.5145328
0.13911696,0.0,0.45010358,0.0,0.32868534,0.0,0.40105134,0.47098672,0.38860175
0.06586969,0.0,0.30785638,0.0,0.18016239,0.0,0.19938578,0.37435058,0.3138741
0.0003595681,0.0,0.012316696,0.0,0.22963363,0.0,0.27185827,0.53490263,0.43592322
0.2671008,0.0,0.5314008,0.0,0.38386372,0.0,0.46296138,0.7010244,0.6092263
0.67825395,0.037406325,0.8153497,0.0,0.42359817,0.36019734,0.71747446,0.74288464,0.6453768
0.026292939,0.0,0.2337286,0.0,0.3624012,0.0,0.37898687,0.3738199,0.3090834
0.09868521,0.0,0.36775205,0.0,0.36656675,0.0,0.3884417,0.5437068,0.4450112
0.09743947,0.0,0.37300023,0.0,0.17062454,0.0,0.18531354,0.32093072,0.29272574
0.07355097,0.0,0.34623873,0.0,0.3522319,0.0,0.37416223,0.30368182,0.28461903
0.16906355,0.0,0.46616745,0.0,0.335826,0.0,0.35312667,0.3109716,0.2542687
0.23122427,0.0,0.5154246,0.0,0.35868764,0.0,0.3828389,0.38893658,0.3236563
0.32297683,0.0,0.58224225,0.0,0.31209266,0.0,0.34139076,0.4503248,0.3851431
0.045462597,0.0,0.36167416,0.0,0.19696383,0.0,0.22038123,0.3670058,0.27992493
0.0501641,0.0,0.33350968,0.0,0.20680526,0.0,0.22559448,0.40175012,0.25884372
0.05993083,0.0,0.28502178,0.0,0.42652696,0.0,0.43753514,0.5024845,0.4399559
0.16519275,0.0,0.46210012,0.13822725,0.5686172,0.13523889,0.60764325,0.74077415,0.6634488
0.2457635,0.0,0.49881518,0.00045026164,0.37725058,9.433887e-07,0.3937151,0.49751985,0.50341845
0.06918797,0.0,0.31789374,0.0,0.19041729,0.0,0.20316757,0.25362793,0.23847932
0.02984467,0.0,0.2200561,0.0,0.33134344,0.0,0.4051165,0.46805736,0.43360722
0.003171638,0.0,0.09212294,0.0,0.21949878,0.0,0.24808069,0.28464052,0.23372172
0.06964184,0.0,0.3594378,0.0,0.36711946,0.0,0.38159558,0.474504,0.42076772
0.08156561,0.0,0.3219405,0.0,0.3893871,0.0,0.4137662,0.5255528,0.4655547
0.057584457,0.0,0.3168485,0.0,0.47311994,0.0,0.51081306,0.71822214,0.62108207
0.82186925,0.0,0.89147043,0.0,0.28849977,0.0,0.30630255,0.4780331,0.4278018
0.015224643,0.0,0.23504958,0.0,0.4131408,0.0,0.42558858,0.41207504,0.3364222
0.0007049314,0.0,0.10170192,0.0,0.2855965,0.0,0.30390418,0.56684893,0.52179533
0.0038309023,0.0,0.14752424,0.0,0.35106835,0.0,0.3774055,0.6258261,0.5652605
0.006818279,0.0,0.1686213,0.0,0.3131945,0.0,0.3298078,0.5290755,0.44856203
1.2615232e-06,0.0,,0.0,0.31708604,0.0,0.34925497,0.41624957,0.32994142
0.0049197627,0.0,0.17180768,0.0,0.29255053,0.0,0.3361713,0.4074679,0.3307709
0.157104,0.0,0.4184379,0.018616633,0.36382103,0.015285048,0.38722926,0.6096774,0.50534356
5.4622615e-05,0.0,,0.0,0.28652287,0.0,0.30708113,0.21164204,0.16085486
1.0060108e-05,0.0,,0.0,0.3498994,0.0,0.39402655,0.3680383,0.28981477
3.5039124e-05,0.0,,0.0,0.22584254,0.0,0.24213701,0.09836763,0.049327374
0.0007193065,0.0,0.1009437,0.0,0.2419771,0.0,0.32120678,0.47207013,0.39735886
0.011623931,0.0,0.2144745,0.0,0.33644772,0.0,0.39573172,0.41710827,0.37323743
0.054770954,0.0,0.2644378,0.0,0.28908873,0.0,0.3470439,0.4376896,0.45777425
0.009847286,0.0,0.18714005,0.0,0.24977088,0.0,0.3398154,0.51190877,0.4492876
0.29377967,0.0,0.5150603,0.0,0.29782522,0.0,0.3895987,0.55078036,0.55267173
0.05391903,0.0,0.25902176,0.0,0.2928125,0.0,0.35100508,0.29228902,0.42753324
2.3847235e-08,0.0,,0.0,0.09065245,0.0,0.12026301,0.14031991,0.08668125
0.032518215,0.0,0.40079498,0.0,0.15694286,0.0,0.16993941,0.21600166,0.16876733
0.1534557,0.0,0.5461117,0.0,0.1987932,0.0,0.21675836,0.33596307,0.28655732
3.2917043e-05,0.0,,0.0,0.23049137,0.0,0.28972068,,
0.17028096,0.0,0.43343344,0.0,0.19001557,0.0,0.20905471,0.35071138,0.2764161
0.34321818,0.0,0.59021366,0.0,0.27346322,0.0,0.3088491,0.40494812,0.33056
0.11332447,0.0,0.39449915,0.0,0.2747486,0.0,0.30484664,0.20900683,0.14444932
0.27634987,0.0,0.59104675,0.22223571,0.5280615,0.25323343,0.5710679,0.54917383,0.4770659
0.011552957,0.0,0.19653845,0.0,0.26303235,0.0,0.28600758,0.3430446,0.29293078
0.009339082,0.0,0.17899351,0.0,0.2897911,0.0,0.31178692,0.043165237,0.0
0.010282417,0.0,0.23006682,0.0,0.19515097,0.0,0.20832124,0.29930148,0.229737
0.085525595,0.0,0.33963013,0.0,0.34557956,0.0,0.3637269,0.58748543,0.5123454
0.3867124,0.0,0.6442264,0.16711143,0.55686826,0.0,0.5569513,0.6555422,0.5393271
0.4750067,0.0,0.6854519,0.0,0.36336526,0.0,0.37789068,0.37307054,0.29232776
0.24278893,0.0,0.50808185,0.00092871493,0.5031271,0.0,0.52012086,0.55815053,0.45613617
0.099866994,0.0,0.43442324,0.0,0.1806003,0.0,0.205923,0.24088301,0.16217075
0.039906144,0.0,0.26470456,0.00050874567,0.2442793,0.0,0.26993275,0.20800659,0.19471392
0.025444524,0.0,0.31423014,0.0,0.16734444,0.0,0.17918162,0.29124588,0.20685457
0.027958704,0.0,0.22865973,0.0,0.16296048,0.0,0.17770258,0.20244601,0.16211846
2.7628344e-05,0.0,,0.0,0.16771115,0.0,0.17731865,0.17997012,0.19571656
0.112350956,0.0,0.41977108,0.13846925,0.4872102,0.14383356,0.5083028,0.5704174,0.48744553
0.4526379,0.0,0.666408,0.0,0.3775647,0.0,0.43521845,0.51562697,0.45126277
0.057773612,0.0,0.31866372,0.0,0.42881745,0.014766847,0.49362588,0.6175679,0.5780425
0.5314106,0.0,0.7202154,0.10952291,0.5507626,0.23165056,0.63132083,0.7216475,0.6580993
0.6271383,0.0,0.78593695,0.10611745,0.5465287,0.12895083,0.58415824,0.65905046,0.5886935
0.52879286,0.8874707,0.69760525,0.0,0.3840257,0.7834139,0.87372565,0.70585436,0.6099514
0.1466243,0.0,0.375284,0.0,0.3420765,0.012254582,0.4731458,0.43839657,0.39965913
0.24696817,0.0,0.5052992,0.28342602,0.596586,0.26165488,0.61227775,0.4869503,0.5236018
0.32165337,0.08067981,0.574741,0.0,0.32083338,0.36613652,0.6639222,0.5434595,0.47419626
0.40384242,0.0,0.6369132,0.0,0.29155686,0.008724952,0.45752987,0.4698319,0.4534101
5.0900675e-05,0.0,,0.0,0.3857743,0.0,0.42513624,0.7693347,0.67868114
0.206186,0.0,0.45667052,0.0023410183,0.348175,0.0,0.36195326,0.12251896,0.23620704
0.24091332,0.0,0.52673507,0.0,0.22643515,0.0,0.25779927,0.20818925,0.1509595
0.38169593,1.0,0.7099918,0.0,0.32729235,0.3256177,0.6032288,0.55732995,0.47784072
0.07522445,0.0,0.41034546,0.0,0.32304555,0.0,0.35758963,0.22532932,0.20170704
0.012617306,0.0,0.26183388,0.0,0.3051694,0.0,0.39093643,0.16560519,0.12660575
0.22249135,0.0,0.48525718,0.0,0.27950606,0.004965476,0.33306727,0.40660438,0.34049666
0.50732636,0.0,0.6587053,0.012948128,0.4236911,0.0033343413,0.45888567,0.2216437,0.23979734
0.01803533,0.0,0.3005849,0.43860656,0.70775914,0.4483642,0.7488686,0.5247514,0.48206836
0.0004119126,0.0,0.17311504,0.36596093,0.6772496,0.33811393,0.70013595,0.44722253,0.3900486
1.4818613e-08,0.0,,0.0,0.40058374,0.0,0.47052458,0.5434028,0.48589665
0.0007527093,0.0,0.122917786,0.0,0.33551237,0.0,0.3721579,0.2895914,0.22230162
0.0051946375,0.0,0.18379226,0.22897547,0.58684325,0.22773565,0.6425812,0.5963503,0.50149554
0.15509036,0.0,0.43861476,0.30040014,0.62866294,0.30531725,0.65719616,0.5013655,0.499869
0.0081333,0.0,0.122291565,0.02367073,0.44125098,0.02566411,0.47605106,0.5131794,0.42916238
0.23435664,0.0,0.49881288,0.94367665,0.9640673,0.92245036,0.9601841,0.5415087,0.474855
0.0028244734,0.0,0.15209214,0.5330907,0.7726476,0.5364711,0.8098222,0.5297679,0.43231863
0.66500896,0.0,0.7869037,0.3535513,0.62367284,0.30705497,0.6256573,0.47882202,0.40374923
0.09281526,0.0,0.35188454,0.08997038,0.37065303,0.07249335,0.38088295,0.350528,0.27339876
0.0942518,0.0,0.36677444,0.003977293,0.43861496,0.0015129248,0.4566664,0.4863447,0.3931263
0.054689333,0.0,0.27470905,0.0,0.26525295,0.0,0.3020295,0.32527792,0.2512548
0.17739385,0.0,0.4632656,0.0,0.21831238,0.0,0.25874484,0.32303277,0.2503469
0.06343048,0.0,0.3121618,0.0,0.24302302,0.0,0.30054584,0.31924108,0.3220429
0.0029181922,0.0,0.1416187,0.0,0.28242397,0.0,0.31220803,0.27827066,0.21018194
0.003715374,0.0,0.14362273,0.0,0.14395203,0.0,0.14771502,0.34234214,0.2994869
3.0255389e-05,0.0,,0.0,0.3316444,0.0,0.351037,0.4963345,0.40525717
0.0027483709,0.0,0.12898444,0.0,0.2491864,0.0,0.27374363,0.6449601,0.56475043
0.009025043,0.0,0.24955702,0.0,0.13627602,0.0,0.14493878,0.23740134,0.29056966
0.001648485,0.0,0.14791588,0.0013943526,0.34912425,0.007131881,0.4548728,0.73958254,0.6631591
0.8328761,0.0,0.90895116,0.4405547,0.7048298,0.0,0.68912727,0.4694071,0.3822998
0.015459144,0.0,0.24439222,0.0,0.37374693,0.0,0.38448107,0.3555699,0.30472797
0.2436422,0.0,0.50046724,0.0,0.39682707,0.0,0.3798468,0.20246854,0.23544566
0.46486035,0.0,0.67280895,0.0,0.34316877,0.0,0.39074805,0.44378024,0.35636693
0.0018357923,0.0,0.16559654,0.0,0.26304135,0.0,0.272218,0.39916804,0.33031964
9.177896e-06,0.0,,0.0,0.27506635,0.0,0.2929651,0.38667133,0.3170203
8.8455645e-06,0.0,,0.0,0.2793114,0.0,0.31486034,0.27633888,0.21716356
0.0002882345,0.0,,0.0,0.27305657,0.0,0.3277219,0.17571029,0.15141295
1.7666069e-05,0.0,,0.0,0.31545886,0.0,0.3408053,0.29161575,0.22356991
