IncACh_ALE,IncACh_FWE,IncACh_Z,DecACh_FWE,DecACh_Z,ComACh_FWE,ComACh_Z,NbM_Z,NbMSep_Z
5.9120906e-05,0.0,,0.0,0.18920863,0.0,0.21583381,0.30410486,0.24972521
2.3762577e-06,0.0,,0.0,0.23560795,0.0,0.2538557,0.4477494,0.37481275
0.19239102,0.0,0.4490631,0.0,0.3703079,0.0,0.40416726,0.5175377,0.4282206
0.010399535,0.0,0.1613537,0.0,0.3145876,0.0,0.35624027,0.7116593,0.6144437
0.045079943,0.0,0.34361944,0.24503934,0.62447214,0.29229128,0.6749701,0.6915447,0.5976474
0.27228233,0.0,0.52531266,0.23455581,0.5988889,0.30089238,0.6583746,0.67858714,0.6102575
0.30636597,0.0,0.5372776,0.0,0.3107544,0.0,0.42049894,0.51833254,0.42568582
0.005458877,0.0,0.15960518,0.26887456,0.63298446,0.27194557,0.67458653,0.80947435,0.7624975
0.0042354944,0.0,0.12061492,0.11061615,0.49496043,0.29820895,0.66142976,1.0,0.87009925
0.13679112,0.0,0.411789,0.0,0.38672772,0.0,0.44920713,0.5293067,0.48367837
0.0064689633,0.0,0.123378225,0.017716814,0.37575725,0.023200363,0.4054086,0.5638956,0.46659705
0.0024432167,0.0,0.1319656,0.0,0.2515571,0.0,0.27100527,0.3750403,0.2972495
0.0013170968,0.0,0.07887449,0.0,0.34103954,0.0,0.3707067,0.41474205,0.342723
0.31068116,0.0,0.56846017,0.19353743,0.54481316,0.0,0.5446273,0.36658287,0.29186663
0.07790353,0.0,0.3756742,0.0,0.29512393,0.0,0.3690447,0.73566353,0.64123315
0.018162906,0.0,0.27723655,0.0,0.3617748,0.0,0.40586326,0.57653874,0.5126854
0.0011858535,0.0,,0.0,0.32549685,0.0,0.5440457,0.9896692,1.0
0.0025402603,0.0,0.10442807,0.0,0.45093796,0.0,0.47678113,0.4044822,0.4374941
0.0009308265,0.0,0.12868455,0.0,0.14060509,0.0,0.16075768,0.47024754,0.3809049
0.00014685074,0.0,,0.0,0.3764382,0.0,0.42899606,0.6924661,0.66210806
9.7840326e-05,0.0,,0.0,0.4099377,0.0,0.42081144,0.5457662,0.44868702
2.098928e-06,0.0,,0.0,0.47593337,0.0,0.4915318,0.67236674,0.555287
0.06570116,0.0,0.3238102,0.0,0.27782166,0.0,0.329531,0.49480712,0.41391155
0.1621162,0.0,0.525514,0.0,0.30989856,0.0,0.35715288,0.4076843,0.32790282
0.00050022476,0.0,0.0,0.0,0.35609558,0.0,0.46462923,0.5800297,0.4768118
1.0639128e-08,0.0,,0.0,0.35767448,0.0,0.39646485,0.4534437,0.36410743
0.0,0.0,,0.0,0.460484,0.0,0.48925996,0.43032077,0.34422567
0.016786182,0.0,0.32118374,0.0,0.20177159,0.0,0.24446052,0.36391437,0.29442436
0.03652018,0.0,0.28574726,0.0,0.2606852,0.0,0.36086473,0.41203117,0.32874
1.0986982e-05,0.0,,0.0,0.21013798,0.0,0.22468537,0.35179386,0.29835635
0.15445131,0.0,0.48236752,0.0,0.15179616,0.0,0.17955941,0.3203769,0.24921335
0.0094324,0.0,0.20518117,0.0,0.18963532,0.0,0.20480824,0.4088148,0.32773182
0.0013882096,0.0,0.13435099,0.0,0.24447484,0.0,0.2725995,0.57912046,0.49479252
0.010071846,0.0,0.24189033,0.0,0.2859891,0.0,0.3069913,0.39454848,0.33416128
0.30818158,0.0,0.5412584,0.0,0.55426764,0.0,0.58900154,0.59824467,0.5387466
7.94187e-08,0.0,,0.0,0.4322056,0.0,0.4932835,0.48892942,0.3949195
0.014323167,0.0,0.23685636,0.0,0.30156022,0.0,0.38373372,0.57840014,0.47254273
0.0005887248,0.0,,0.0,0.1855326,0.0,0.21595873,0.3353907,0.26252717
0.00249358,0.0,0.10618593,0.0,0.269749,0.0,0.29750276,0.3056441,0.28292888
0.022822192,0.0,0.21224251,0.0,0.30455154,0.0,0.3283527,0.20737532,0.19929871
0.5677614,0.0,0.6748495,0.06748272,0.518809,0.0,0.5190245,0.31250638,0.24725859
0.20344117,0.0,0.46724778,0.011219381,0.43013123,0.0,0.44063473,0.3991412,0.3311714
0.1436174,0.0,0.38396838,0.0,0.3315967,0.0,0.36020488,0.5206132,0.43682775
0.00011761462,0.0,,0.0,0.26260853,0.0,0.28519714,0.41421863,0.38249642
0.057087306,0.0,0.3347053,0.0,0.30956268,0.0,0.32932764,0.45614144,0.4054708
0.16623563,0.0,0.43548873,0.0,0.31501535,0.0,0.3492696,0.35038155,0.28170174
0.1332262,0.0,0.45368153,0.0,0.24016303,0.0,0.3031028,0.37003645,0.29929745
0.49393433,0.0,0.6529634,0.0,0.19400834,0.0,0.22660199,0.18076777,0.26289296
7.15412e-05,0.0,,0.0,0.1546009,0.0,0.17078507,0.28435454,0.34843358
0.14171372,0.0,0.35867706,0.0,0.31371802,0.0,0.347063,0.36835918,0.33339804
0.30173028,0.0,0.56592536,0.0,0.18378642,0.0,0.20998959,0.1960094,0.2209102
0.16327879,0.0,0.50037646,0.0,0.32401463,0.0,0.38323596,0.5342533,0.44574213
0.013595219,0.0,0.22579336,0.0,0.3867877,0.0,0.40796608,0.7470654,0.64611375
0.46848223,0.0,0.6809302,0.0,0.45662743,0.0,0.4947204,0.6636103,0.558502
0.47111973,0.0,0.6558374,0.0,0.31870213,0.0,0.33658716,0.45652404,0.38065526
0.005047114,0.0,0.14762405,0.0,0.33490518,0.0,0.35186672,0.41585845,0.34958908
0.088559486,0.0,0.3636441,0.0,0.29075542,0.0,0.31247804,0.24676405,0.20404562
0.0015314097,0.0,0.009115644,0.0,0.28246164,0.0,0.3304765,0.3119033,0.40103647
0.009985528,0.0,0.15510185,0.0,0.31275588,0.0,0.33712888,0.3803611,0.42222273
0.39563185,0.0,0.65904856,0.0,0.26864424,0.0,0.3143841,0.38801542,0.34381172
0.29602745,0.0,0.5077255,0.0,0.27105734,0.0,0.37079135,0.5237962,0.45020944
0.23647097,0.0,0.47841075,0.0,0.30236456,0.0,0.37981528,0.43588516,0.40339336
0.023740346,0.0,0.21312693,0.0,0.19920263,0.0,0.2375904,0.4504828,0.39582404
0.015751967,0.0,0.2003572,0.0,0.25579557,0.0,0.32483685,0.4179547,0.33787376
0.00026328114,0.0,0.07338226,0.0,0.2665535,0.0,0.31015757,0.35044965,0.27470866
5.235809e-05,0.0,,1.0,1.0,1.0,1.0,0.62713885,0.5482026
0.035577904,0.0,0.2755798,0.0,0.21711025,0.0,0.2425802,0.124794096,0.0726974
0.0023341945,0.0,0.1854907,0.0,0.45411593,0.0,0.52266437,0.4007809,0.31996596
0.0006589304,0.0,0.116216116,0.0,0.08974564,0.0,0.10973346,0.26610208,0.19901058
0.0002401274,0.0,0.029766522,0.0,0.3536639,0.0,0.37475142,0.47413838,0.38298553
1.0806423e-08,0.0,,0.0,0.4039494,0.0,0.42233366,0.55199397,0.44797498
8.422207e-06,0.0,,0.0,0.36306468,0.0,0.39009634,0.54587895,0.44782805
0.0017893584,0.0,0.09592862,0.0,0.32324177,0.0,0.44722715,0.4148413,0.33098075
0.0005901156,0.0,0.09863666,0.0,0.24570963,0.0,0.30743694,0.2976269,0.22723359
0.008786213,0.0,0.17240423,0.0,0.2934503,0.0,0.3641107,0.4992025,0.40762588
0.38168913,0.0,0.57675505,0.08293419,0.4739926,0.12910162,0.54558575,0.53357273,0.50984883
0.32867923,0.09626352,0.56755877,0.0,0.42484415,0.43727982,0.7497665,0.69188416,0.5931885
