IncACh_ALE,IncACh_FWE,IncACh_Z,binInAch_FWE,nonMACMDecACh_FWE,binDeAch_FWE,MACMDDecACh_FWE,MACMDDecACh_Z,MACMDComACh_FWE,MACMDComACh_Z,MACMDNbM_Z,MACMDNbMSep_Z,AchInc_ALE05d3,AchDec_ALE05d3
0.009600489,0.0,0.13876006,0.0,0.0,0.0,0.0,0.19644067,0.0,0.2334879,0.19893083,0.21049279,0.0,0.0
0.00010917064,0.0,,0.0,0.0,0.0,0.0,0.16757286,0.0,0.18768242,0.26154608,0.27105284,0.0,0.0
4.957393e-05,0.0,,0.0,0.0,0.0,0.0,0.09992624,0.0,0.1113297,0.113444254,0.17582822,0.0,0.0
0.074156225,0.0,0.30056876,0.0,0.0,0.0,0.0,0.29554796,0.0,0.3062953,0.32144058,0.32443616,0.0,0.0
0.0013727706,0.0,,0.0,0.0,0.0,0.0,0.2270558,0.0,0.2778669,0.16563806,0.21575089,0.0,0.0
0.28677797,0.0,0.48949903,0.0,0.0,0.0,0.11265401,0.37781447,0.10485789,0.38900745,0.3103282,0.31340688,0.0,0.0
3.3234752e-08,0.0,,0.0,0.0,0.0,0.0,0.19356439,0.0,0.22187424,0.32375115,0.3374219,0.0,0.0
8.624298e-07,0.0,,0.0,0.0,0.0,0.0,0.10180706,0.0,0.102707155,0.14616004,0.1494423,0.0,0.0
2.7943897e-10,0.0,,0.0,0.0,0.0,0.0,0.018075123,0.0,,0.22881861,0.23196131,0.0,0.0
4.8882424e-15,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.15356642,0.0,0.0
0.009545536,0.0,0.1512258,0.0,0.0,0.0,0.0,0.19596604,0.0,0.21266797,0.21182676,0.21535653,0.0,0.0
0.017931988,0.0,0.1900164,0.0,0.0,0.0,0.0,0.1910521,0.0,0.20415086,0.2770082,0.28322437,0.0,0.0
0.001337111,0.0,0.022666037,0.0,0.0,0.0,0.28189138,0.50649387,0.25824153,0.4940498,0.47734898,0.48480237,0.0,0.0
0.12917835,0.0,0.36331385,0.0,0.0,0.0,0.0,0.18418874,0.0,0.25488773,0.44734803,0.53099453,0.0,0.0
,,,,,,,,,,,,,
0.38932413,0.0,0.56835395,0.0,0.0,0.0,0.0,0.23524193,0.0,0.35078752,0.35096696,0.354506,0.0,0.0
0.12343608,0.0,0.3559212,0.0,0.0,0.0,0.0,0.26923397,0.0,0.30301282,0.39281985,0.40939438,0.0,0.0
0.08016926,0.0,0.3102147,0.0,0.0,0.0,0.0,0.27062336,0.0,0.29953933,0.33865154,0.34881598,0.0,0.0
0.0009549611,0.0,0.012412593,0.0,0.0,0.0,0.0,0.17850919,0.0,0.24138877,0.33634531,0.3891698,0.0,0.0
0.00018141678,0.0,,0.0,0.0,0.0,0.0,0.08449989,0.0,0.100940846,0.32377526,0.32609516,0.0,0.0
0.0007842205,0.0,,0.0,0.0,0.0,0.0,0.21723984,0.0,0.26867458,0.24430986,0.24780446,0.0,0.0
0.010530747,0.0,0.1498358,0.0,0.0,0.0,0.14718893,0.37330544,0.06525119,0.3898062,0.29913908,0.3022646,0.0,0.0
7.769121e-05,0.0,,0.0,0.0,0.0,0.0,0.24895182,0.0,0.32699972,0.3080247,0.34855977,0.0,0.0
0.008271013,0.0,0.13245276,0.0,0.0,0.0,0.17601252,0.40431863,0.16809292,0.43208677,0.3993563,0.40882522,0.0,0.0
0.0010351957,0.0,,0.0,0.0,0.0,0.0,0.3876025,0.0,0.37674582,0.34876505,0.35384527,0.0,0.0
0.0005316729,0.0,,0.0,0.0,0.0,0.0,0.21717873,0.0,0.2381943,0.3319477,0.35403544,0.0,0.0
0.00042313154,0.0,,0.0,0.0,0.0,0.0,0.2530115,0.0,0.2731009,0.24378252,0.24696459,0.0,0.0
0.037829388,0.0,0.24510221,0.0,0.0,0.0,0.0,0.23752801,0.0,0.25634,0.42548513,0.4252787,0.0,0.0
0.06311698,0.0,0.2865065,0.0,0.0,0.0,0.0,0.32185924,0.0,0.33674634,0.25150535,0.28990278,0.0,0.0
4.0412183e-06,0.0,,0.0,0.0,0.0,0.0,0.218156,0.0,0.2405364,0.35218215,0.3665709,0.0,0.0
0.13855758,0.0,0.37318254,0.0,0.0,0.0,0.0,0.3294023,0.0,0.3427231,0.4762081,0.47397593,0.0,0.0
0.15761454,0.0,0.38827157,0.0,0.0,0.0,0.0,0.21102692,0.0,0.22645694,0.26878738,0.27202004,0.0,0.0
0.4177375,0.0,0.5893205,0.0,0.0,0.0,0.0,0.17277578,0.0,0.1930871,0.24348179,0.24660821,0.0,0.0
0.009493488,0.0,0.14898181,0.0,0.0,0.0,0.0,0.22826938,0.0,0.25879166,0.33205554,0.33433288,0.0,0.0
0.016690947,0.0,0.18166673,0.0,0.0,0.0,0.0,0.25230673,0.0,0.29173374,0.3148938,0.31765318,0.0,0.0
0.09692496,0.0,0.33119988,0.0,0.0,0.0,0.1762563,0.40529832,0.18086772,0.41982025,0.40174234,0.4018979,0.0,0.0
0.011539249,0.0,0.15896666,0.0,0.0,0.0,0.0,0.087652616,0.0,0.08764143,0.2415932,0.27153304,0.0,0.0
0.00058582023,0.0,,0.0,0.0,0.0,0.0,0.27642512,0.0,0.29541624,0.09360653,0.15685248,0.0,0.0
0.00023057681,0.0,,0.0,0.0,0.0,0.0,0.24962664,0.0,0.26188663,0.05140236,0.0543084,0.0,0.0
0.04605556,0.0,0.2598276,0.0,0.0,0.0,0.0,0.24764368,0.0,0.2634898,0.3333819,0.35498837,0.0,0.0
0.005233817,0.0,0.113812014,0.0,0.0,0.0,0.0,0.20514546,0.0,0.22616136,0.18717985,0.18975237,0.0,0.0
0.26688674,0.0,0.47276658,0.0,0.0,0.0,0.0,0.18002088,0.0,0.19228995,0.123011366,0.14235647,0.0,0.0
0.00040026527,0.0,,0.0,0.0,0.0,0.0,0.015238866,0.0,0.016479284,0.046649903,0.08910461,0.0,0.0
0.0007804309,0.0,,0.0,0.0,0.0,0.0,0.120712176,0.0,0.17137903,0.2845337,0.32369572,0.0,0.0
0.0006458153,0.0,0.008362457,0.0,0.0,0.0,0.0,0.17746249,0.0,0.25236708,0.42011756,0.44415888,0.0,0.0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
0.0009573463,0.0,,0.0,0.0,0.0,0.0,0.17482188,0.0,0.1895467,0.22703257,0.23007686,0.0,0.0
0.07226987,0.0,0.29861218,0.0,0.0,0.0,0.0,0.17272988,0.0,0.19457689,0.3878243,0.39006883,0.0,0.0
7.733066e-09,0.0,,0.0,0.0,0.0,0.0,0.15637693,0.0,0.19092613,0.31316268,0.3157598,0.0,0.0
6.195084e-10,0.0,,0.0,0.0,0.0,0.0,0.11215705,0.0,0.11573628,0.14647648,0.1482523,0.0,0.0
0.08382841,0.0,0.31396753,0.0,0.0,0.0,0.0,0.068014815,0.0,0.07197483,0.08874996,0.089205235,0.0,0.0
0.07906494,0.0,0.3105392,0.0,0.0,0.0,0.0,0.34350482,0.0,0.35675776,0.36267334,0.36413774,0.0,0.0
0.0008880457,0.0,,0.0,0.0,0.0,0.0,0.21411698,0.0,0.23230785,0.34951892,0.36246228,0.0,0.0
0.0037041192,0.0,0.08477203,0.0,0.0,0.0,0.0,0.2333585,0.0,0.25912964,0.27976054,0.30086902,0.0,0.0
0.011001926,0.0,0.15919212,0.0,0.0,0.0,0.0,0.10202782,0.0,0.116953,0.255849,0.27538723,0.0,0.0
0.3032412,0.0,0.5025838,0.0,0.0,0.0,0.0,0.17437704,0.0,0.19861288,0.16256186,0.16927345,0.0,0.0
0.00081809977,0.0,,0.0,0.0,0.0,0.0,0.2921016,0.0,0.3260209,0.22403511,0.23226734,0.0,0.0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
2.8391909e-05,0.0,,0.0,0.0,0.0,0.0,0.28302354,0.0,0.3176745,0.113049045,0.18208602,0.0,0.0
0.0016667142,0.0,,0.0,0.0,0.0,0.0,0.31319296,0.0,0.3409639,0.31243315,0.36058587,0.0,0.0
8.038994e-05,0.0,,0.0,0.0,0.0,0.0,0.2869934,0.0,0.3004623,0.16335745,0.37280524,0.0,0.0
5.4539514e-06,0.0,,0.0,0.0,0.0,0.0,0.18390465,0.0,0.20019814,0.26218966,0.26540282,0.0,0.0
0.0062142853,0.0,0.11734849,0.0,0.0,0.0,0.0,0.10645715,0.0,0.10991514,0.1337433,0.13956767,0.0,0.0
3.1278546e-08,0.0,,0.0,0.0,0.0,0.0,0.20324409,0.0,0.22966957,0.21471691,0.21769986,0.0,0.0
6.233463e-05,0.0,,0.0,0.0,0.0,0.0,0.23215044,0.0,0.24930558,0.27209833,0.27543423,0.0,0.0
8.851921e-11,0.0,,0.0,0.0,0.0,0.0,0.16445841,0.0,0.1777295,0.21956728,0.22617826,0.0,0.0
2.0343e-12,0.0,,0.0,0.0,0.0,0.0,0.1511375,0.0,0.16407424,0.09967676,0.10087155,0.0,0.0
0.000120749144,0.0,,0.0,0.0,0.0,0.0,0.19067702,0.0,0.20462717,0.15172888,0.20439255,0.0,0.0
0.00025433497,0.0,,0.0,0.0,0.0,0.0,0.16958849,0.0,0.21940717,0.29969835,0.3026342,0.0,0.0
0.0026536305,0.0,0.05443706,0.0,0.0,0.0,0.0,0.23776434,0.0,0.2975256,0.40235645,0.42303818,0.0,0.0
0.00040489697,0.0,,0.0,0.0,0.0,0.0,0.15585648,0.0,0.20815133,0.22524875,0.2286849,0.0,0.0
2.2026935e-08,0.0,,0.0,0.0,0.0,0.0,0.15301065,0.0,0.19510025,0.31659448,0.3198755,0.0,0.0
4.3383475e-06,0.0,,0.0,0.0,0.0,0.0,0.16477285,0.0,0.17936522,0.32824978,0.33036992,0.0,0.0
0.00011979897,0.0,,0.0,0.0,0.0,0.0,0.18564145,0.0,0.21047297,0.23494412,0.28281578,0.0,0.0
6.616143e-08,0.0,,0.0,0.0,0.0,0.0,0.21509618,0.0,0.23670188,0.3659153,0.39153224,0.0,0.0
0.0012847546,0.0,,0.0,0.0,0.0,0.0,0.2118187,0.0,0.22466268,0.24531098,0.2490246,0.0,0.0
0.038791597,0.0,0.24196889,0.0,0.0,0.0,0.0,0.16784528,0.0,0.18905267,0.28634444,0.28931305,0.0,0.0
0.13339236,0.0,0.36268485,0.0,0.0,0.0,0.0,0.25660878,0.0,0.28519538,0.40849382,0.40904135,0.0,0.0
1.9008949e-06,0.0,,0.0,0.0,0.0,0.0,0.15117744,0.0,0.16493511,0.16816784,0.17390081,0.0,0.0
5.502352e-08,0.0,,0.0,0.0,0.0,0.0,0.27318203,0.0,0.2843142,0.26004273,0.27364305,0.0,0.0
0.005987583,0.0,0.11729157,0.0,0.0,0.0,0.0,0.1493523,0.0,0.16420527,0.26086807,0.2753659,0.0,0.0
0.0006630856,0.0,,0.0,0.0,0.0,0.0,0.15487674,0.0,0.1850265,0.26036277,0.264906,0.0,0.0
0.11216773,0.0,0.34778482,0.0,0.0,0.0,0.0,0.098019086,0.0,0.11211868,0.2833385,0.28726926,0.0,0.0
0.017336536,0.0,0.19033471,0.0,0.0,0.0,0.0,0.2591113,0.0,0.27826402,0.278705,0.3037751,0.0,0.0
0.0046870327,0.0,0.10539566,0.0,0.0,0.0,0.0,0.2751836,0.0,0.28859153,0.20154807,0.27811655,0.0,0.0
8.41002e-08,0.0,,0.0,0.0,0.0,0.0,0.2336545,0.0,0.26027337,0.18859564,0.1917539,0.0,0.0
0.00034199885,0.0,,0.0,0.0,0.0,0.0,0.22607063,0.0,0.26610556,0.10084951,0.13179958,0.0,0.0
0.00010450094,0.0,,0.0,0.0,0.0,0.0,0.31196934,0.0,0.3275617,0.21818054,0.22227894,0.0,0.0
7.534975e-07,0.0,,0.0,0.0,0.0,0.0,0.23011485,0.0,0.24422541,0.12612121,0.12742862,0.0,0.0
1.3083685e-08,0.0,,0.0,0.0,0.0,0.0,0.32330847,0.0,0.35769013,0.029020071,0.041994184,0.0,0.0
9.2311675e-05,0.0,,0.0,0.0,0.0,0.0,0.21861601,0.0,0.23083985,0.3698831,0.37100852,0.0,0.0
0.00061850034,0.0,,0.0,0.0,0.0,0.0,0.24843936,0.0,0.2795897,0.30009264,0.3030277,0.0,0.0
5.192932e-06,0.0,,0.0,0.0,0.0,0.0,0.17331117,0.0,0.18566594,0.24261701,0.24579673,0.0,0.0
0.05513224,0.0,0.27433938,0.0,0.0,0.0,0.0,0.18324754,0.0,0.25452873,0.2814149,0.35931325,0.0,0.0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
0.23773964,0.0,0.4533642,0.0,0.0,0.0,0.15547611,0.38267654,0.22603153,0.4644235,0.47683144,0.5127346,0.0,0.0
0.00085078337,0.0,,0.0,0.0,0.0,0.0,0.21709836,0.0,0.26420105,0.37152016,0.3725245,0.0,0.0
0.041929115,0.0,0.24849,0.0,0.0,0.0,0.0,0.33354992,0.113158,0.401071,0.60503423,0.68407786,0.0,0.0
0.30675352,0.0,0.5027669,0.0,0.0,0.0,0.0,0.24379762,0.0,0.25064808,0.3381802,0.34009567,0.0,0.0
0.03956949,0.0,0.2482614,0.0,0.0,0.0,0.0,0.20242856,0.0,0.21648295,0.30658755,0.30923077,0.0,0.0
0.020471402,0.0,0.19518922,0.0,0.0,0.0,0.0,0.15518555,0.0,0.17802563,0.28599986,0.28921697,0.0,0.0
0.010363283,0.0,0.15575838,0.0,0.0,0.0,0.0,0.24812964,0.0,0.32601643,0.0785404,0.09734233,0.0,0.0
0.015681382,0.0,0.17802797,0.0,0.0,0.0,0.0,0.28679338,0.0,0.31999907,0.24138358,0.24449573,0.0,0.0
0.19878998,0.0,0.42362827,0.0,0.0,0.0,0.0,0.3044407,0.0,0.3381791,0.2646083,0.267732,0.0,0.0
0.00052260776,0.0,,0.0,0.0,0.0,0.0,0.29282725,0.0,0.3198545,0.27916527,0.28304493,0.0,0.0
